13 1157 1232 MED ADM
13 1157 1191 MED MED
13 1157 1159 MED MED
13 1157 1159 MED MED
13 1159 1191 MED MED
13 1159 1191 MED MED
13 1159 1191 MED MED
13 1159 1191 MED MED
13 1159 1191 MED MED
13 1144 1159 MED MED
13 1144 1191 MED MED
13 1144 1191 MED MED
13 1144 1191 MED MED
13 1144 1191 MED MED
13 1144 1191 MED MED
13 1144 1191 MED MED
13 1144 1191 MED MED
13 1144 1191 MED MED
13 1144 1191 MED MED
13 1144 1191 MED MED
13 1144 1191 MED MED
13 1157 1159 MED MED
13 1144 1191 MED MED
13 1144 1159 MED MED
13 1157 1159 MED MED
13 1144 1159 MED MED
13 1157 1159 MED MED
13 1144 1159 MED MED
13 1144 1159 MED MED
13 1152 1191 MED MED
13 1152 1191 MED MED
13 1152 1191 MED MED
13 1105 1295 NUR NUR
13 1105 1295 NUR NUR
13 1157 1191 MED MED
13 1157 1191 MED MED
13 1157 1191 MED MED
13 1105 1295 NUR NUR
13 1105 1295 NUR NUR
13 1109 1295 NUR NUR
13 1105 1295 NUR NUR
13 1105 1114 NUR NUR
13 1105 1295 NUR NUR
14 1109 1115 NUR NUR
14 1109 1115 NUR NUR
14 1109 1295 NUR NUR
14 1098 1181 ADM NUR
14 1105 1109 NUR NUR
14 1105 1295 NUR NUR
14 1098 1164 ADM NUR
14 1105 1295 NUR NUR
14 1116 1164 NUR NUR
14 1164 1295 NUR NUR
14 1232 1295 ADM NUR
14 1105 1295 NUR NUR
14 1109 1164 NUR NUR
14 1116 1164 NUR NUR
14 1116 1295 NUR NUR
14 1109 1232 NUR ADM
14 1116 1164 NUR NUR
14 1109 1232 NUR ADM
14 1114 1295 NUR NUR
14 1193 1232 NUR ADM
14 1109 1232 NUR ADM
14 1116 1164 NUR NUR
14 1109 1193 NUR NUR
14 1193 1295 NUR NUR
14 1142 1149 NUR NUR
14 1109 1232 NUR ADM
14 1098 1114 ADM NUR
14 1116 1164 NUR NUR
14 1109 1295 NUR NUR
14 1193 1295 NUR NUR
14 1116 1193 NUR NUR
14 1164 1193 NUR NUR
14 1116 1164 NUR NUR
14 1193 1295 NUR NUR
14 1116 1193 NUR NUR
14 1164 1295 NUR NUR
14 1164 1193 NUR NUR
14 1105 1164 NUR NUR
14 1193 1295 NUR NUR
14 1116 1295 NUR NUR
14 1164 1295 NUR NUR
14 1114 1116 NUR NUR
14 1105 1179 NUR ADM
14 1105 1232 NUR ADM
14 1098 1114 ADM NUR
14 1179 1232 ADM ADM
14 1114 1116 NUR NUR
14 1193 1232 NUR ADM
14 1105 1232 NUR ADM
14 1098 1114 ADM NUR
14 1181 1232 NUR ADM
14 1105 1232 NUR ADM
14 1164 1232 NUR ADM
14 1098 1114 ADM NUR
14 1105 1164 NUR NUR
14 1114 1116 NUR NUR
14 1181 1295 NUR NUR
14 1098 1114 ADM NUR
14 1232 1295 ADM NUR
14 1105 1295 NUR NUR
14 1105 1164 NUR NUR
14 1098 1114 ADM NUR
14 1232 1295 ADM NUR
14 1105 1232 NUR ADM
14 1105 1295 NUR NUR
14 1105 1109 NUR NUR
14 1098 1193 ADM NUR
14 1105 1232 NUR ADM
14 1105 1193 NUR NUR
14 1105 1295 NUR NUR
14 1109 1193 NUR NUR
14 1109 1295 NUR NUR
14 1105 1109 NUR NUR
14 1105 1232 NUR ADM
14 1105 1193 NUR NUR
14 1109 1193 NUR NUR
14 1193 1295 NUR NUR
14 1116 1193 NUR NUR
14 1105 1193 NUR NUR
14 1105 1295 NUR NUR
14 1105 1116 NUR NUR
14 1193 1295 NUR NUR
14 1105 1109 NUR NUR
14 1105 1193 NUR NUR
14 1157 1191 MED MED
14 1105 1295 NUR NUR
14 1109 1193 NUR NUR
14 1193 1295 NUR NUR
14 1116 1193 NUR NUR
14 1105 1109 NUR NUR
14 1105 1193 NUR NUR
14 1157 1191 MED MED
14 1105 1295 NUR NUR
14 1105 1116 NUR NUR
14 1109 1295 NUR NUR
14 1193 1295 NUR NUR
14 1105 1109 NUR NUR
14 1157 1191 MED MED
14 1109 1193 NUR NUR
14 1109 1295 NUR NUR
14 1105 1232 NUR ADM
14 1157 1191 MED MED
14 1109 1149 NUR NUR
14 1149 1232 NUR ADM
14 1157 1191 MED MED
14 1105 1109 NUR NUR
14 1149 1232 NUR ADM
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1149 1232 NUR ADM
14 1157 1191 MED MED
14 1142 1149 NUR NUR
14 1157 1191 MED MED
14 1098 1114 ADM NUR
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1114 1142 NUR NUR
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1142 1193 NUR NUR
14 1193 1295 NUR NUR
14 1157 1191 MED MED
14 1105 1114 NUR NUR
14 1157 1191 MED MED
14 1114 1193 NUR NUR
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1149 1232 NUR ADM
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1109 1193 NUR NUR
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1149 1232 NUR ADM
14 1157 1191 MED MED
14 1109 1295 NUR NUR
14 1193 1295 NUR NUR
14 1157 1191 MED MED
14 1193 1295 NUR NUR
14 1149 1232 NUR ADM
14 1157 1191 MED MED
14 1149 1232 NUR ADM
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1109 1193 NUR NUR
14 1157 1191 MED MED
14 1109 1193 NUR NUR
14 1157 1191 MED MED
14 1109 1193 NUR NUR
14 1157 1191 MED MED
14 1109 1193 NUR NUR
14 1157 1191 MED MED
14 1109 1193 NUR NUR
14 1098 1114 ADM NUR
14 1157 1191 MED MED
14 1109 1193 NUR NUR
14 1149 1232 NUR ADM
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1193 1295 NUR NUR
14 1157 1191 MED MED
14 1193 1295 NUR NUR
14 1157 1191 MED MED
14 1105 1114 NUR NUR
14 1105 1193 NUR NUR
14 1157 1191 MED MED
14 1193 1295 NUR NUR
14 1157 1191 MED MED
14 1105 1295 NUR NUR
14 1105 1116 NUR NUR
14 1109 1295 NUR NUR
14 1193 1295 NUR NUR
14 1109 1142 NUR NUR
14 1157 1191 MED MED
14 1109 1295 NUR NUR
14 1193 1295 NUR NUR
14 1149 1232 NUR ADM
14 1105 1193 NUR NUR
14 1157 1191 MED MED
14 1142 1295 NUR NUR
14 1149 1232 NUR ADM
14 1157 1191 MED MED
14 1105 1295 NUR NUR
14 1149 1232 NUR ADM
14 1157 1191 MED MED
14 1142 1295 NUR NUR
14 1149 1232 NUR ADM
14 1116 1142 NUR NUR
14 1105 1142 NUR NUR
14 1157 1191 MED MED
14 1142 1295 NUR NUR
14 1157 1191 MED MED
14 1105 1295 NUR NUR
14 1157 1191 MED MED
14 1232 1295 ADM NUR
14 1109 1164 NUR NUR
14 1105 1116 NUR NUR
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1232 1295 ADM NUR
14 1105 1164 NUR NUR
14 1105 1116 NUR NUR
14 1157 1191 MED MED
14 1232 1295 ADM NUR
14 1105 1295 NUR NUR
14 1157 1191 MED MED
14 1232 1295 ADM NUR
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1152 1168 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1152 1193 MED NUR
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1152 1168 MED MED
14 1157 1191 MED MED
14 1098 1152 ADM MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1114 1144 NUR MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1142 1193 NUR NUR
14 1114 1116 NUR NUR
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1114 1152 NUR MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1179 1196 ADM NUR
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
14 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1098 1191 ADM MED
15 1098 1191 ADM MED
15 1157 1191 MED MED
15 1098 1157 ADM MED
15 1114 1191 NUR MED
15 1114 1191 NUR MED
15 1114 1191 NUR MED
15 1179 1191 ADM MED
15 1157 1168 MED MED
15 1098 1191 ADM MED
15 1098 1196 ADM NUR
15 1114 1191 NUR MED
15 1157 1168 MED MED
15 1152 1191 MED MED
15 1157 1191 MED MED
15 1152 1191 MED MED
15 1157 1191 MED MED
15 1152 1191 MED MED
15 1157 1191 MED MED
15 1152 1157 MED MED
15 1157 1191 MED MED
15 1152 1191 MED MED
15 1114 1152 NUR MED
15 1157 1191 MED MED
15 1152 1157 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1157 1191 MED MED
15 1152 1191 MED MED
15 1193 1196 NUR NUR
15 1193 1196 NUR NUR
15 1193 1196 NUR NUR
15 1193 1196 NUR NUR
15 1114 1179 NUR ADM
15 1116 1179 NUR ADM
15 1114 1179 NUR ADM
15 1114 1179 NUR ADM
15 1179 1365 ADM PAT
15 1144 1157 MED MED
15 1152 1157 MED MED
15 1193 1196 NUR NUR
15 1152 1191 MED MED
15 1144 1191 MED MED
15 1144 1157 MED MED
15 1193 1196 NUR NUR
15 1152 1191 MED MED
15 1144 1191 MED MED
15 1144 1157 MED MED
15 1157 1191 MED MED
15 1152 1191 MED MED
15 1144 1157 MED MED
15 1193 1196 NUR NUR
15 1157 1191 MED MED
15 1152 1191 MED MED
15 1193 1365 NUR PAT
15 1144 1157 MED MED
15 1179 1320 ADM PAT
15 1152 1191 MED MED
15 1144 1157 MED MED
15 1179 1365 ADM PAT
15 1193 1365 NUR PAT
15 1114 1116 NUR NUR
15 1144 1157 MED MED
15 1193 1196 NUR NUR
15 1114 1191 NUR MED
15 1179 1191 ADM MED
15 1114 1191 NUR MED
15 1114 1191 NUR MED
15 1144 1157 MED MED
15 1179 1193 ADM NUR
15 1144 1157 MED MED
15 1144 1157 MED MED
15 1114 1191 NUR MED
15 1193 1196 NUR NUR
15 1179 1365 ADM PAT
15 1144 1157 MED MED
15 1193 1196 NUR NUR
15 1179 1365 ADM PAT
15 1144 1157 MED MED
15 1179 1365 ADM PAT
15 1179 1365 ADM PAT
15 1179 1365 ADM PAT
15 1144 1157 MED MED
15 1179 1365 ADM PAT
15 1179 1365 ADM PAT
15 1144 1157 MED MED
15 1152 1157 MED MED
15 1179 1365 ADM PAT
15 1144 1157 MED MED
15 1152 1157 MED MED
15 1179 1365 ADM PAT
15 1179 1365 ADM PAT
15 1179 1365 ADM PAT
15 1179 1365 ADM PAT
15 1179 1365 ADM PAT
15 1144 1157 MED MED
15 1193 1196 NUR NUR
15 1152 1191 MED MED
15 1179 1365 ADM PAT
15 1144 1157 MED MED
15 1193 1196 NUR NUR
15 1152 1191 MED MED
15 1179 1365 ADM PAT
15 1144 1157 MED MED
15 1152 1191 MED MED
15 1179 1365 ADM PAT
15 1144 1157 MED MED
15 1152 1191 MED MED
15 1179 1365 ADM PAT
15 1152 1191 MED MED
15 1179 1365 ADM PAT
15 1152 1191 MED MED
15 1152 1191 MED MED
